Taluka,City_Village,Area_Type,Land_Type,Buyer_Gender,Area_sqft,Rate_per_sqft,Land_Cost,Stamp_Duty_Percent,Stamp_Duty_Amount,Registration_Percent,Registration_Amount,Total_Price,Flood_Risk,Crime_Level,Market_Access,School_Access,Hospital_Access,Growth_Rate,Distance_to_City_Center,Distance_to_Highway
Kagal,Murgud,Semi-Urban,Residential,Female,1300,1830,2379000,3,71370,1,23790,2474160,Low,Low,6,6,5,0.05,39.0,20.0
Shahuwadi,Malkapur,Semi-Urban,Commercial,Male,2000,3030,6060000,4,242400,1,30000,6332400,Low,Medium,7,6,6,0.05,20.0,5.0
Shahuwadi,Bambavade,Rural,Residential,Female,8000,980,7840000,2,156800,1,30000,8026800,Medium,Low,5,5,5,0.04,28.0,7.0
Gaganbawada,Salwan,Rural,Industrial,Male,6000,290,1740000,3,52200,1,17400,1809600,High,Low,4,4,3,0.03,42.0,12.0
Kagal,Murgud,Semi-Urban,Industrial,Male,1500,1380,2070000,4,82800,1,20700,2173500,Low,Low,6,6,5,0.05,39.0,20.0
Gaganbawada,Gaganbawada,Rural,Agricultural,Female,2300,400,920000,2,18400,1,9200,947600,High,Low,5,5,4,0.04,36.0,10.0
Bhudargad,Pimpalgoan,Rural,Agricultural,Male,4500,200,900000,3,27000,1,9000,936000,Medium,Low,4,4,4,0.03,30.0,8.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Residential,Male,3000,2780,8340000,4,333600,1,30000,8703600,Low,Medium,8,8,8,0.09,40.0,14.0
Karveer,Rajarampuri,Urban,Commercial,Female,2100,7990,16779000,5,838950,1,30000,17647950,Medium,Low,9,9,9,0.12,2.0,10.0
Shahuwadi,Sarud,Rural,Agricultural,Female,10000,200,2000000,2,40000,1,20000,2060000,High,Low,4,4,3,0.03,33.0,9.0
Hatkanangale,Talsande,Semi-Urban,Industrial,Female,2000,1730,3460000,3,103800,1,30000,3593800,Low,Low,6,6,6,0.07,18.0,16.0
Hatkanangale,Rukadi,Rural,Residential,Female,1500,1750,2625000,2,52500,1,26250,2703750,Low,Low,5,5,5,0.04,15.0,13.0
Panhala,Kodoli,Semi-Urban,Industrial,Female,1700,1930,3281000,3,98430,1,30000,3409430,Low,Medium,7,7,6,0.06,16.0,3.0
Panhala,Warnanagar,Semi-Urban,Commercial,Male,5500,3740,20570000,4,822800,1,30000,21422800,Low,Medium,8,7,7,0.06,15.0,2.0
Gadhinglaj,Harali,Rural,Agricultural,Female,3000,310,930000,2,18600,1,9300,957900,Low,Low,4,4,4,0.03,45.0,15.0
Shirol,Nrusinhawadi,Rural,Residential,Male,1700,1890,3213000,3,96390,1,30000,3339390,High,Low,5,5,4,0.04,40.0,17.0
Radhanagari,Dajipur,Rural,Agricultural,Male,6000,200,1200000,3,36000,1,12000,1248000,High,Low,4,4,3,0.03,40.0,12.0
Shirol,Kurundwad,Semi-Urban,Residential,Male,2600,1820,4732000,4,189280,1,30000,4951280,High,Low,7,7,6,0.06,35.0,33.0
Karveer,Uchgaon,Semi-Urban,Commercial,Male,2000,3640,7280000,4,291200,1,30000,7601200,Low,Low,8,8,7,0.15,4.0,2.0
Bhudargad,Gargoti,Semi-Urban,Commercial,Female,5000,2480,12400000,3,372000,1,30000,12802000,Low,Medium,6,6,6,0.05,22.0,6.0
Chandgad,Kowad,Rural,Residential,Male,1700,360,612000,3,18360,1,6120,636480,High,Low,4,4,3,0.03,38.0,11.0
Radhanagari,Rajapur,Rural,Residential,Male,6000,790,4740000,3,142200,1,30000,4912200,Medium,Low,4,4,4,0.04,37.0,11.0
Shahuwadi,Sarud,Rural,Agricultural,Female,2100,200,420000,2,8400,1,4200,432600,High,Low,4,4,3,0.03,33.0,9.0
Bhudargad,Waghapur,Rural,Agricultural,Male,3000,330,990000,3,29700,1,9900,1029600,Medium,Low,4,4,4,0.04,29.0,7.0
Bhudargad,Kadgaon,Rural,Residential,Male,5000,900,4500000,3,135000,1,30000,4665000,Medium,Low,5,5,5,0.04,28.0,7.0
Chandgad,Kudnur,Rural,Agricultural,Male,2100,330,693000,3,20790,1,6930,720720,Medium,Low,5,5,4,0.04,34.0,9.0
Kagal,Murgud,Semi-Urban,Commercial,Male,1000,2230,2230000,4,89200,1,22300,2341500,Low,Low,6,6,5,0.05,39.0,20.0
Hatkanangale,Hupari,Semi-Urban,Commercial,Male,1300,3500,4550000,4,182000,1,30000,4762000,Medium,Low,6,6,6,0.08,20.0,25.0
Shirol,Nrusinhawadi,Rural,Agricultural,Female,7000,740,5180000,2,103600,1,30000,5313600,High,Low,5,5,4,0.04,40.0,17.0
Shahuwadi,Sarud,Rural,Residential,Female,10000,390,3900000,2,78000,1,30000,4008000,High,Low,4,4,3,0.03,33.0,9.0
Panhala,Panhala,Semi-Urban,Residential,Male,4000,2640,10560000,4,422400,1,30000,11012400,Low,Medium,7,7,6,0.06,18.0,4.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Commercial,Male,1200,2620,3144000,4,125760,1,30000,3299760,Medium,Low,6,6,6,0.07,16.0,14.0
Panhala,Kale,Semi-Urban,Residential,Female,6000,1930,11580000,3,347400,1,30000,11957400,Low,Low,6,6,6,0.05,20.0,5.0
Kagal,Siddhanerli,Rural,Agricultural,Female,4000,480,1920000,2,38400,1,19200,1977600,Low,Low,5,5,5,0.06,26.0,13.0
Kagal,Sangaon,Rural,Residential,Female,9000,1290,11610000,2,232200,1,30000,11872200,Medium,Low,5,5,5,0.04,25.0,14.0
Gadhinglaj,Basarge,Rural,Agricultural,Male,10000,390,3900000,3,117000,1,30000,4047000,Medium,Low,5,5,5,0.04,30.0,7.0
Panhala,Kodoli,Semi-Urban,Industrial,Male,1900,1840,3496000,4,139840,1,30000,3665840,Low,Medium,7,7,6,0.06,16.0,3.0
Gadhinglaj,Mungurwadi,Rural,Residential,Male,2300,790,1817000,3,54510,1,18170,1889680,Low,Low,5,5,5,0.04,32.0,8.0
Shahuwadi,Amba,Rural,Residential,Male,9000,380,3420000,3,102600,1,30000,3552600,High,Low,4,4,3,0.03,35.0,9.0
Gadhinglaj,Nesari,Rural,Residential,Female,1900,910,1729000,2,34580,1,17290,1780870,Low,Low,6,6,6,0.04,50.0,20.0
Shahuwadi,Bambavade,Rural,Commercial,Female,5500,1110,6105000,2,122100,1,30000,6257100,Medium,Low,5,5,5,0.04,28.0,7.0
Chandgad,Tilari,Rural,Agricultural,Male,3500,200,700000,3,21000,1,7000,728000,High,Low,4,4,3,0.03,40.0,10.0
Karveer,Gandhinagar,Urban,Residential,Female,4200,2430,10206000,5,510300,1,30000,10746300,Low,Low,8,8,8,0.08,3.0,6.0
Chandgad,Kudnur,Rural,Commercial,Female,2500,1070,2675000,2,53500,1,26750,2755250,Medium,Low,5,5,4,0.04,34.0,9.0
Shirol,Nrusinhawadi,Rural,Agricultural,Female,9000,760,6840000,2,136800,1,30000,7006800,High,Low,5,5,4,0.04,40.0,17.0
Shahuwadi,Amba,Rural,Agricultural,Male,2900,200,580000,3,17400,1,5800,603200,High,Low,4,4,3,0.03,35.0,9.0
Shirol,Yadrav,Rural,Agricultural,Male,1500,610,915000,3,27450,1,9150,951600,Medium,Low,5,5,5,0.04,30.0,10.0
Ajra,Madilage,Rural,Commercial,Male,3000,1010,3030000,3,90900,1,30000,3150900,Medium,Low,5,5,5,0.04,34.0,9.0
Ajra,Madilage,Rural,Agricultural,Female,2900,310,899000,2,17980,1,8990,925970,Medium,Low,5,5,5,0.04,34.0,9.0
Bhudargad,Pimpalgoan,Rural,Agricultural,Female,6000,200,1200000,2,24000,1,12000,1236000,Medium,Low,4,4,4,0.03,30.0,8.0
Karveer,Shivaji Peth,Urban,Residential,Female,1200,5430,6516000,5,325800,1,30000,6871800,High,Low,9,8,9,0.07,1.0,7.0
Shahuwadi,Malkapur,Semi-Urban,Residential,Male,6000,2160,12960000,4,518400,1,30000,13508400,Low,Medium,7,6,6,0.05,20.0,5.0
Gaganbawada,Gaganbawada,Rural,Agricultural,Male,5000,360,1800000,3,54000,1,18000,1872000,High,Low,5,5,4,0.04,36.0,10.0
Karveer,Shiroli,Semi-Urban,Agricultural,Male,2200,1210,2662000,4,106480,1,26620,2795100,High,Medium,8,6,6,0.09,10.0,2.0
Karveer,Shivaji Peth,Urban,Residential,Male,3800,6010,22838000,6,1370280,1,30000,24238280,High,Low,9,8,9,0.07,1.0,7.0
Gadhinglaj,Mahagoan,Rural,Residential,Male,9000,750,6750000,3,202500,1,30000,6982500,Medium,Low,5,5,4,0.04,35.0,10.0
Gadhinglaj,Mahagoan,Rural,Agricultural,Male,6000,330,1980000,3,59400,1,19800,2059200,Medium,Low,5,5,4,0.04,35.0,10.0
Chandgad,Shinoli,Rural,Agricultural,Female,6000,350,2100000,2,42000,1,21000,2163000,Medium,Low,5,5,4,0.04,33.0,9.0
Hatkanangale,Vathar,Semi-Urban,Commercial,Female,2000,2230,4460000,3,133800,1,30000,4623800,Low,Low,5,5,5,0.06,19.0,17.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Industrial,Male,4500,1870,8415000,4,336600,1,30000,8781600,Medium,Low,6,6,6,0.07,16.0,14.0
Chandgad,Kudnur,Rural,Residential,Female,1700,770,1309000,2,26180,1,13090,1348270,Medium,Low,5,5,4,0.04,34.0,9.0
Bhudargad,Kadgaon,Rural,Residential,Male,5500,910,5005000,3,150150,1,30000,5185150,Medium,Low,5,5,5,0.04,28.0,7.0
Bhudargad,Admapur,Rural,Residential,Male,4500,800,3600000,3,108000,1,30000,3738000,Low,Low,5,5,5,0.04,26.0,6.0
Hatkanangale,Ichalkaranji,Urban,Commercial,Male,800,4360,3488000,6,209280,1,30000,3727280,Medium,Medium,8,8,7,0.1,25.0,22.0
Kagal,Sangaon,Rural,Residential,Female,2100,1230,2583000,2,51660,1,25830,2660490,Medium,Low,5,5,5,0.04,25.0,14.0
Bhudargad,Waghapur,Rural,Residential,Male,3000,790,2370000,3,71100,1,23700,2464800,Medium,Low,4,4,4,0.04,29.0,7.0
Chandgad,Kudnur,Rural,Industrial,Female,5500,740,4070000,2,81400,1,30000,4181400,Medium,Low,5,5,4,0.04,34.0,9.0
Bhudargad,Gargoti,Semi-Urban,Residential,Female,2000,1790,3580000,3,107400,1,30000,3717400,Low,Medium,6,6,6,0.05,22.0,6.0
Shahuwadi,Bambavade,Rural,Residential,Female,5000,870,4350000,2,87000,1,30000,4467000,Medium,Low,5,5,5,0.04,28.0,7.0
Hatkanangale,Hupari,Semi-Urban,Residential,Female,2800,2460,6888000,3,206640,1,30000,7124640,Medium,Low,6,6,6,0.08,20.0,25.0
Radhanagari,Radhanagari,Rural,Residential,Male,1900,1010,1919000,3,57570,1,19190,1995760,High,Low,5,5,5,0.04,35.0,9.0
Gadhinglaj,Halkarni,Rural,Agricultural,Male,9000,400,3600000,3,108000,1,30000,3738000,Low,Low,6,7,4,0.03,60.0,12.0
Bhudargad,Gargoti,Semi-Urban,Industrial,Male,2000,1400,2800000,4,112000,1,28000,2940000,Low,Medium,6,6,6,0.05,22.0,6.0
Shirol,Lat,Rural,Agricultural,Female,5000,360,1800000,2,36000,1,18000,1854000,High,Low,4,4,4,0.03,38.0,15.0
Shahuwadi,Amba,Rural,Commercial,Female,4000,470,1880000,2,37600,1,18800,1936400,High,Low,4,4,3,0.03,35.0,9.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Residential,Male,5500,2090,11495000,4,459800,1,30000,11984800,Medium,Low,6,6,6,0.07,16.0,14.0
Radhanagari,Tarale,Rural,Residential,Male,7000,740,5180000,3,155400,1,30000,5365400,Medium,Low,5,5,4,0.04,33.0,10.0
Panhala,Kale,Semi-Urban,Commercial,Male,2800,2550,7140000,4,285600,1,30000,7455600,Low,Low,6,6,6,0.05,20.0,5.0
Chandgad,Kowad,Rural,Residential,Male,1500,410,615000,3,18450,1,6150,639600,High,Low,4,4,3,0.03,38.0,11.0
Karveer,Shiroli,Semi-Urban,Agricultural,Female,3800,1170,4446000,3,133380,1,30000,4609380,High,Medium,8,6,6,0.09,10.0,2.0
Chandgad,Tilari,Rural,Agricultural,Female,1700,200,340000,2,6800,1,3400,350200,High,Low,4,4,3,0.03,40.0,10.0
Gadhinglaj,Basarge,Rural,Agricultural,Female,9000,340,3060000,2,61200,1,30000,3151200,Medium,Low,5,5,5,0.04,30.0,7.0
Bhudargad,Admapur,Rural,Agricultural,Female,2700,350,945000,2,18900,1,9450,973350,Low,Low,5,5,5,0.04,26.0,6.0
Ajra,Zulapewadi,Rural,Commercial,Male,4500,440,1980000,3,59400,1,19800,2059200,High,Low,4,4,3,0.03,37.0,11.0
Gaganbawada,Gaganbawada,Rural,Agricultural,Female,1900,390,741000,2,14820,1,7410,763230,High,Low,5,5,4,0.04,36.0,10.0
Ajra,Ajra,Rural,Agricultural,Female,2100,370,777000,2,15540,1,7770,800310,Medium,Low,5,5,5,0.04,30.0,8.0
Hatkanangale,Rukadi,Rural,Residential,Female,1700,1540,2618000,2,52360,1,26180,2696540,Low,Low,5,5,5,0.04,15.0,13.0
Radhanagari,Tarale,Rural,Residential,Male,1900,810,1539000,3,46170,1,15390,1600560,Medium,Low,5,5,4,0.04,33.0,10.0
Gaganbawada,Salwan,Rural,Agricultural,Female,2700,200,540000,2,10800,1,5400,556200,High,Low,4,4,3,0.03,42.0,12.0
Shahuwadi,Malkapur,Semi-Urban,Residential,Female,2000,2410,4820000,3,144600,1,30000,4994600,Low,Medium,7,6,6,0.05,20.0,5.0
Ajra,Ningudage,Rural,Residential,Male,1500,420,630000,3,18900,1,6300,655200,High,Low,4,4,4,0.03,36.0,10.0
Hatkanangale,Kabnur,Semi-Urban,Commercial,Female,1800,2790,5022000,3,150660,1,30000,5202660,Low,Medium,6,6,6,0.05,17.0,15.0
Ajra,Uttur,Rural,Agricultural,Male,5500,370,2035000,3,61050,1,20350,2116400,Medium,Low,5,5,5,0.04,32.0,9.0
Chandgad,Here,Rural,Residential,Female,9000,720,6480000,2,129600,1,30000,6639600,Medium,Low,4,4,4,0.04,36.0,10.0
Karveer,Nagala Park,Urban,Residential,Female,3800,6340,24092000,5,1204600,1,30000,25326600,Medium,Low,9,9,9,0.12,2.2,8.0
Gadhinglaj,Mungurwadi,Rural,Commercial,Female,2300,1030,2369000,2,47380,1,23690,2440070,Low,Low,5,5,5,0.04,32.0,8.0
Ajra,Zulapewadi,Rural,Residential,Female,4000,400,1600000,2,32000,1,16000,1648000,High,Low,4,4,3,0.03,37.0,11.0
Gadhinglaj,Kadgaon,Rural,Residential,Male,8000,850,6800000,3,204000,1,30000,7034000,Medium,Low,5,5,5,0.04,30.0,7.0
Radhanagari,Ghotawade,Rural,Agricultural,Female,7000,200,1400000,2,28000,1,14000,1442000,High,Low,4,4,3,0.03,38.0,12.0
Shahuwadi,Charan,Rural,Residential,Female,9000,790,7110000,2,142200,1,30000,7282200,Medium,Low,5,5,5,0.04,30.0,8.0
Panhala,Warnanagar,Semi-Urban,Residential,Male,3000,2880,8640000,4,345600,1,30000,9015600,Low,Medium,8,7,7,0.06,15.0,2.0
Hatkanangale,Rukadi,Rural,Residential,Male,4500,1720,7740000,3,232200,1,30000,8002200,Low,Low,5,5,5,0.04,15.0,13.0
Chandgad,Kowad,Rural,Agricultural,Female,2500,200,500000,2,10000,1,5000,515000,High,Low,4,4,3,0.03,38.0,11.0
Radhanagari,Rajapur,Rural,Residential,Male,5500,780,4290000,3,128700,1,30000,4448700,Medium,Low,4,4,4,0.04,37.0,11.0
Karveer,Gandhinagar,Urban,Residential,Female,2500,2660,6650000,5,332500,1,30000,7012500,Low,Low,8,8,8,0.08,3.0,6.0
Kagal,Sangaon,Rural,Industrial,Male,5000,1050,5250000,3,157500,1,30000,5437500,Medium,Low,5,5,5,0.04,25.0,14.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Agricultural,Female,1900,880,1672000,3,50160,1,16720,1738880,Medium,Low,6,6,6,0.07,16.0,14.0
Bhudargad,Admapur,Rural,Residential,Male,9000,890,8010000,3,240300,1,30000,8280300,Low,Low,5,5,5,0.04,26.0,6.0
Panhala,Kodoli,Semi-Urban,Agricultural,Male,2000,910,1820000,4,72800,1,18200,1911000,Low,Medium,7,7,6,0.06,16.0,3.0
Ajra,Ningudage,Rural,Commercial,Female,2700,520,1404000,2,28080,1,14040,1446120,High,Low,4,4,4,0.03,36.0,10.0
Karveer,Gandhinagar,Urban,Commercial,Male,1300,3450,4485000,6,269100,1,30000,4784100,Low,Low,8,8,8,0.08,3.0,6.0
Radhanagari,Dajipur,Rural,Residential,Male,5000,270,1350000,3,40500,1,13500,1404000,High,Low,4,4,3,0.03,40.0,12.0
Karveer,Gokul Shirgaon,Semi-Urban,Residential,Male,3600,1750,6300000,4,252000,1,30000,6582000,Low,Low,7,7,6,0.07,8.0,4.0
Shirol,Kurundwad,Semi-Urban,Agricultural,Female,2400,800,1920000,3,57600,1,19200,1996800,High,Low,7,7,6,0.06,35.0,33.0
Hatkanangale,Ichalkaranji,Urban,Residential,Female,2100,2950,6195000,5,309750,1,30000,6534750,Medium,Medium,8,8,7,0.1,25.0,22.0
Karveer,Nagala Park,Urban,Industrial,Female,1400,5080,7112000,5,355600,1,30000,7497600,Medium,Low,9,9,9,0.12,2.2,8.0
Karveer,Uchgaon,Semi-Urban,Residential,Female,1700,2800,4760000,3,142800,1,30000,4932800,Low,Low,8,8,7,0.15,4.0,2.0
Shirol,Shirol,Semi-Urban,Residential,Male,1800,1970,3546000,4,141840,1,30000,3717840,High,Medium,7,7,8,0.06,40.0,4.0
Radhanagari,Radhanagari,Rural,Residential,Female,7000,900,6300000,2,126000,1,30000,6456000,High,Low,5,5,5,0.04,35.0,9.0
Gadhinglaj,Basarge,Rural,Agricultural,Male,5500,370,2035000,3,61050,1,20350,2116400,Medium,Low,5,5,5,0.04,30.0,7.0
Chandgad,Here,Rural,Residential,Male,4000,770,3080000,3,92400,1,30000,3202400,Medium,Low,4,4,4,0.04,36.0,10.0
Chandgad,Kudnur,Rural,Residential,Male,2500,780,1950000,3,58500,1,19500,2028000,Medium,Low,5,5,4,0.04,34.0,9.0
Shahuwadi,Charan,Rural,Residential,Female,6000,830,4980000,2,99600,1,30000,5109600,Medium,Low,5,5,5,0.04,30.0,8.0
Chandgad,Kudnur,Rural,Residential,Male,1500,800,1200000,3,36000,1,12000,1248000,Medium,Low,5,5,4,0.04,34.0,9.0
Shahuwadi,Amba,Rural,Agricultural,Male,6000,200,1200000,3,36000,1,12000,1248000,High,Low,4,4,3,0.03,35.0,9.0
Kagal,Sangaon,Rural,Agricultural,Male,6000,520,3120000,3,93600,1,30000,3243600,Medium,Low,5,5,5,0.04,25.0,14.0
Chandgad,Shinoli,Rural,Industrial,Male,1900,680,1292000,3,38760,1,12920,1343680,Medium,Low,5,5,4,0.04,33.0,9.0
Radhanagari,Dhamod,Rural,Residential,Female,1900,820,1558000,2,31160,1,15580,1604740,Medium,Low,4,4,4,0.04,36.0,11.0
Chandgad,Here,Rural,Residential,Male,6000,790,4740000,3,142200,1,30000,4912200,Medium,Low,4,4,4,0.04,36.0,10.0
Shirol,Yadrav,Rural,Agricultural,Female,1500,550,825000,2,16500,1,8250,849750,Medium,Low,5,5,5,0.04,30.0,10.0
Chandgad,Chandgad,Rural,Residential,Male,8000,940,7520000,3,225600,1,30000,7775600,Medium,Low,5,5,5,0.04,35.0,9.0
Bhudargad,Waghapur,Rural,Residential,Male,6000,810,4860000,3,145800,1,30000,5035800,Medium,Low,4,4,4,0.04,29.0,7.0
Hatkanangale,Rukadi,Rural,Agricultural,Male,3500,690,2415000,3,72450,1,24150,2511600,Low,Low,5,5,5,0.04,15.0,13.0
Karveer,Rajarampuri,Urban,Residential,Male,900,7090,6381000,6,382860,1,30000,6793860,Medium,Low,9,9,9,0.12,2.0,10.0
Bhudargad,Admapur,Rural,Agricultural,Female,10000,350,3500000,2,70000,1,30000,3600000,Low,Low,5,5,5,0.04,26.0,6.0
Hatkanangale,Alas,Rural,Agricultural,Female,5500,390,2145000,2,42900,1,21450,2209350,High,Low,4,4,4,0.03,25.0,22.0
Chandgad,Tilari,Rural,Residential,Female,1500,340,510000,2,10200,1,5100,525300,High,Low,4,4,3,0.03,40.0,10.0
Gadhinglaj,Nesari,Rural,Agricultural,Male,5500,390,2145000,3,64350,1,21450,2230800,Low,Low,6,6,6,0.04,50.0,20.0
Shahuwadi,Bambavade,Rural,Agricultural,Female,1500,350,525000,2,10500,1,5250,540750,Medium,Low,5,5,5,0.04,28.0,7.0
Radhanagari,Rajapur,Rural,Commercial,Male,9000,900,8100000,3,243000,1,30000,8373000,Medium,Low,4,4,4,0.04,37.0,11.0
Gadhinglaj,Mungurwadi,Rural,Agricultural,Female,2100,310,651000,2,13020,1,6510,670530,Low,Low,5,5,5,0.04,32.0,8.0
Ajra,Uttur,Rural,Residential,Male,2300,910,2093000,3,62790,1,20930,2176720,Medium,Low,5,5,5,0.04,32.0,9.0
Kagal,Sangaon,Rural,Agricultural,Female,6000,540,3240000,2,64800,1,30000,3334800,Medium,Low,5,5,5,0.04,25.0,14.0
Shahuwadi,Amba,Rural,Agricultural,Female,6000,200,1200000,2,24000,1,12000,1236000,High,Low,4,4,3,0.03,35.0,9.0
Chandgad,Tilari,Rural,Agricultural,Male,5000,200,1000000,3,30000,1,10000,1040000,High,Low,4,4,3,0.03,40.0,10.0
Ajra,Zulapewadi,Rural,Agricultural,Female,1700,200,340000,2,6800,1,3400,350200,High,Low,4,4,3,0.03,37.0,11.0
Hatkanangale,Rukadi,Rural,Residential,Male,5000,1610,8050000,3,241500,1,30000,8321500,Low,Low,5,5,5,0.04,15.0,13.0
Hatkanangale,Alas,Rural,Agricultural,Male,10000,430,4300000,3,129000,1,30000,4459000,High,Low,4,4,4,0.03,25.0,22.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Agricultural,Male,1300,1090,1417000,4,56680,1,14170,1487850,Low,Medium,8,8,8,0.09,40.0,14.0
Karveer,Gokul Shirgaon,Semi-Urban,Industrial,Male,5500,1430,7865000,4,314600,1,30000,8209600,Low,Low,7,7,6,0.07,8.0,4.0
Hatkanangale,Rukadi,Rural,Agricultural,Female,7000,760,5320000,2,106400,1,30000,5456400,Low,Low,5,5,5,0.04,15.0,13.0
Gadhinglaj,Basarge,Rural,Commercial,Female,7000,1010,7070000,2,141400,1,30000,7241400,Medium,Low,5,5,5,0.04,30.0,7.0
Gadhinglaj,Mahagoan,Rural,Agricultural,Male,3500,330,1155000,3,34650,1,11550,1201200,Medium,Low,5,5,4,0.04,35.0,10.0
Hatkanangale,Alas,Rural,Agricultural,Male,7000,440,3080000,3,92400,1,30000,3202400,High,Low,4,4,4,0.03,25.0,22.0
Gadhinglaj,Nesari,Rural,Agricultural,Female,4000,430,1720000,2,34400,1,17200,1771600,Low,Low,6,6,6,0.04,50.0,20.0
Chandgad,Kowad,Rural,Residential,Female,4000,390,1560000,2,31200,1,15600,1606800,High,Low,4,4,3,0.03,38.0,11.0
Shirol,Herwad,Rural,Residential,Female,9000,1570,14130000,2,282600,1,30000,14442600,Medium,Low,5,5,5,0.04,22.0,6.0
Gaganbawada,Sakhari,Rural,Residential,Male,5500,730,4015000,3,120450,1,30000,4165450,High,Low,4,4,4,0.04,40.0,12.0
Gaganbawada,Vesarde,Rural,Agricultural,Female,2300,200,460000,2,9200,1,4600,473800,High,Low,4,4,3,0.03,44.0,13.0
Gadhinglaj,Nesari,Rural,Agricultural,Female,2100,440,924000,2,18480,1,9240,951720,Low,Low,6,6,6,0.04,50.0,20.0
Gadhinglaj,Basarge,Rural,Residential,Female,3500,790,2765000,2,55300,1,27650,2847950,Medium,Low,5,5,5,0.04,30.0,7.0
Gadhinglaj,Basarge,Rural,Agricultural,Female,9000,360,3240000,2,64800,1,30000,3334800,Medium,Low,5,5,5,0.04,30.0,7.0
Bhudargad,Pimpalgoan,Rural,Agricultural,Male,3500,200,700000,3,21000,1,7000,728000,Medium,Low,4,4,4,0.03,30.0,8.0
Gadhinglaj,Harali,Rural,Residential,Female,7000,770,5390000,2,107800,1,30000,5527800,Low,Low,4,4,4,0.03,45.0,15.0
Ajra,Dewarde,Rural,Agricultural,Female,9000,300,2700000,2,54000,1,27000,2781000,Medium,Low,4,4,4,0.04,35.0,10.0
Gadhinglaj,Mungurwadi,Rural,Residential,Male,3000,830,2490000,3,74700,1,24900,2589600,Low,Low,5,5,5,0.04,32.0,8.0
Chandgad,Shinoli,Rural,Residential,Male,10000,800,8000000,3,240000,1,30000,8270000,Medium,Low,5,5,4,0.04,33.0,9.0
Gadhinglaj,Halkarni,Rural,Agricultural,Female,2500,380,950000,2,19000,1,9500,978500,Low,Low,6,7,4,0.03,60.0,12.0
Shahuwadi,Charan,Rural,Residential,Female,2700,850,2295000,2,45900,1,22950,2363850,Medium,Low,5,5,5,0.04,30.0,8.0
Shahuwadi,Charan,Rural,Agricultural,Male,3500,340,1190000,3,35700,1,11900,1237600,Medium,Low,5,5,5,0.04,30.0,8.0
Chandgad,Shinoli,Rural,Industrial,Male,6000,700,4200000,3,126000,1,30000,4356000,Medium,Low,5,5,4,0.04,33.0,9.0
Kagal,Murgud,Semi-Urban,Agricultural,Male,1100,720,792000,4,31680,1,7920,831600,Low,Low,6,6,5,0.05,39.0,20.0
Shirol,Kurundwad,Semi-Urban,Industrial,Male,1400,1640,2296000,4,91840,1,22960,2410800,High,Low,7,7,6,0.06,35.0,33.0
Gaganbawada,Vesarde,Rural,Residential,Male,10000,340,3400000,3,102000,1,30000,3532000,High,Low,4,4,3,0.03,44.0,13.0
Chandgad,Chandgad,Rural,Agricultural,Male,2900,350,1015000,3,30450,1,10150,1055600,Medium,Low,5,5,5,0.04,35.0,9.0
Gaganbawada,Bhuibawada,Rural,Agricultural,Female,2100,300,630000,2,12600,1,6300,648900,Medium,Low,5,5,4,0.04,38.0,11.0
Panhala,Panhala,Semi-Urban,Residential,Male,4500,2490,11205000,4,448200,1,30000,11683200,Low,Medium,7,7,6,0.06,18.0,4.0
Gaganbawada,Bhuibawada,Rural,Residential,Male,2300,870,2001000,3,60030,1,20010,2081040,Medium,Low,5,5,4,0.04,38.0,11.0
Ajra,Ajra,Rural,Agricultural,Male,1900,370,703000,3,21090,1,7030,731120,Medium,Low,5,5,5,0.04,30.0,8.0
Chandgad,Here,Rural,Residential,Female,2500,750,1875000,2,37500,1,18750,1931250,Medium,Low,4,4,4,0.04,36.0,10.0
Kagal,Bidri,Rural,Agricultural,Male,5000,550,2750000,3,82500,1,27500,2860000,Medium,Low,5,5,5,0.03,30.0,18.0
Gaganbawada,Salwan,Rural,Agricultural,Female,5500,200,1100000,2,22000,1,11000,1133000,High,Low,4,4,3,0.03,42.0,12.0
Kagal,Murgud,Semi-Urban,Residential,Male,1300,1740,2262000,4,90480,1,22620,2375100,Low,Low,6,6,5,0.05,39.0,20.0
Hatkanangale,Talsande,Semi-Urban,Residential,Female,1400,2400,3360000,3,100800,1,30000,3490800,Low,Low,6,6,6,0.07,18.0,16.0
Chandgad,Shinoli,Rural,Residential,Female,2300,750,1725000,2,34500,1,17250,1776750,Medium,Low,5,5,4,0.04,33.0,9.0
Panhala,Kodoli,Semi-Urban,Industrial,Female,3200,1790,5728000,3,171840,1,30000,5929840,Low,Medium,7,7,6,0.06,16.0,3.0
Shahuwadi,Amba,Rural,Residential,Female,5000,430,2150000,2,43000,1,21500,2214500,High,Low,4,4,3,0.03,35.0,9.0
Gaganbawada,Gaganbawada,Rural,Agricultural,Female,5500,360,1980000,2,39600,1,19800,2039400,High,Low,5,5,4,0.04,36.0,10.0
Chandgad,Here,Rural,Residential,Male,1900,780,1482000,3,44460,1,14820,1541280,Medium,Low,4,4,4,0.04,36.0,10.0
